,username,novel_id,interest
0,Cli,143441,1
1,Guppy000,143441,1
2,DarcusGrey,143441,1
3,Catboy_Leon,143441,1
4,KrappaJn,143441,1
5,KrisAnime321,143441,1
6,ja_kingy,143441,1
7,Kyoshimm,143441,1
8,BlurzzBee,143441,1
9,Esker13,143441,1
10,Lasicnis,143441,1
11,RealAuraz,143441,1
12,Krikru,143441,1
13,ValerioMaccelli,143441,1
14,galsgv97,143441,1
15,Voide,143441,1
16,Tokyobluesea,143441,1
17,past_feelings,143441,1
18,ConjuringScribeZ,143441,1
19,Endlesspromise,143441,1
20,dekazen,143441,1
21,MaouYuno,143441,1
22,Hardcvstle,143441,1
23,FFFVeryWholesome,143441,1
24,Ilyassha,143441,0
25,cyncitie,143441,0
26,AneName29,143441,1
27,griefseeded,143441,0
28,Donzilla37,143441,1
29,EAU_,143441,1
30,HarishaKai,143441,1
31,tommmmmmmm9,143441,1
32,pakut2,143441,1
33,hayhay123,143441,0
34,txtk,143441,1
35,ugh_ruby,143441,1
36,MainakSikder,143441,1
37,Geraltino,143441,1
38,0ii0i02,143441,1
39,Spider_vm,143441,1
40,GuilhermeVasc,143441,1
41,RegularChezLevi,143441,1
42,bzzbzzMFbzzbzz,143441,1
43,hirundiiniv,143441,1
44,Moonlight_me,143441,1
45,maxami123,143441,1
46,CHBanime,143441,1
47,8129a767ec50e223,143441,1
48,blazing606,143441,1
49,FangAbi,143441,1
50,Yamete007,143441,1
51,NvdBJump,143441,1
52,Thapple,143441,1
53,Patientstudent,143441,1
54,PkKill,143441,1
55,tuesdaythursday,143441,1
56,jotaro69joestar,143441,1
57,Athavan,143441,1
58,zelindar,143441,1
59,OtakuNinga,143441,1
60,helkauron,143441,1
61,phaedraccentor,143441,1
62,Lesanwar,143441,1
63,Mr_Zen4,143441,1
64,Poosmell,143441,1
65,xuruxs,143441,1
66,mateimac123,143441,1
67,Shirsak_Mitra,143441,1
68,froppan11,143441,1
69,Relayn,143441,1
70,VillanOtaku17,143441,1
71,goten265,143441,1
72,KorayKurtoglu,143441,1
73,redstone_man354,143441,1
74,diosApateMinor,143441,1
75,KnockturnalNOR,126479,1
76,DarcusGrey,126479,1
77,Macanik,126479,1
78,notellan,126479,1
79,Tunchyyy,126479,1
80,MidnightClouds,126479,1
81,maryam4897,126479,1
82,LeftwardStatue4,126479,1
83,whalejandro,126479,1
84,Era1923,126479,1
85,Adriaan765,126479,1
86,Arrogance5482,126479,1
87,Seidoulus,126479,1
88,LightningAce,126479,1
89,Itsgipryy,126479,1
90,MISERY12,126479,1
91,Nix3l,126479,1
92,Mikachanxxxxxxxx,126479,1
93,Punpunnigga,126479,1
94,Baklavaman,126479,1
95,Ayaa49,126479,1
96,ahmedramzy03,126479,1
97,chelsanime,126479,1
98,kyons,126479,1
99,rin_nova,126479,1
100,midnightrider21,126479,1
101,Fullyym,126479,1
102,luvmade,126479,1
103,angelarreaza,126479,1
104,ATamblingPoder,126479,1
105,aniupreti,126479,1
106,Thanhlonnnnnn,126479,1
107,rxsky,126479,1
108,xMushie,126479,1
109,JJnoah12,126479,1
110,IKitsuneI,126479,1
111,RudolfTostarrica,126479,1
112,HahaAnimeGoBrrr,126479,1
113,Hsyfan,126479,1
114,Tikounek,126479,1
115,ruikoxtg,126479,1
116,sevntf,126479,1
117,Tyhawk,126479,1
118,andrxzy,126479,1
119,Siki24,126479,0
120,LorMor,126479,1
121,PhoenixSH,126479,1
122,JunSebaSoul,126479,1
123,SOTFS,126479,1
124,Idk5008,126479,1
125,point15,126479,1
126,TheCoppo,126479,1
127,KorayKurtoglu,126479,1
128,Levantgirl,126479,1
129,BDAWG15,126479,1
130,Cemtleman,126479,1
131,Just_Inosukee,126479,1
132,-darling,126479,1
133,mtsignal,126479,1
134,babutin,126479,1
135,Nepeg,126479,1
136,CaptainOverdose,126479,1
137,douseiaisha,126479,1
138,Verathor,126479,1
139,GamerDev,126479,1
140,l0raxx,126479,1
141,DickSuckerNomNom,126479,1
142,Akys00,126479,1
143,greklam,126479,1
144,Fed_142,126479,1
145,Dr-Ghost,126479,1
146,king_batuta,126479,1
147,Jesus25B,126479,1
148,tengentengen,126479,1
149,Dujus,126479,1
150,Egliette,117077,1
151,voedinC,117077,1
152,A7HL,117077,1
153,AnimeNigth,117077,1
154,Lovxinqqii,117077,1
155,Sherry221B,117077,1
156,FwPeppy,117077,1
157,0428ForLife,117077,1
158,Skystriker,117077,1
159,gkisen,117077,1
160,BlissGuy,117077,1
161,Tikounek,117077,1
162,Subaru_N,117077,1
163,K4rl,117077,1
164,NPeach,117077,1
165,Tyhawk,117077,1
166,MFrontier4,117077,1
167,canopu_s,117077,1
168,Acid_Daedra,117077,1
169,IceWizard05,117077,1
170,Poovle,117077,1
171,BrianDTF,117077,1
172,HanzDKidz,117077,1
173,Cosmolax,117077,1
174,Tsuki-Mi,117077,1
175,TheRatDoctor,117077,1
176,Gonpachiro123,117077,1
177,Krowfu,117077,1
178,McSchnitzel,117077,1
179,_Solar_Sky_,117077,1
180,Noah_Shiki,117077,1
181,Aoki-Kyoku,117077,1
182,FuckingPsycho,117077,1
183,Masahiro99,117077,1
184,vectorfish,117077,1
185,blackxglitter,117077,1
186,ankringan,117077,1
187,Enatsusugioka,117077,1
188,dontneedgod,117077,1
189,J3ubbleboy,117077,1
190,harvey131,117077,1
191,smollbaekie,117077,1
192,Enyormia,117077,1
193,Valtiar,117077,1
194,Mags042,117077,1
195,ChillPillVT,117077,1
196,anthor_of_Rhoads,117077,1
197,Juanchoman,117077,1
198,izuniaaa,117077,1
199,RandomizerGamer,117077,1
200,Zinkmilk,117077,1
201,Malacc297,117077,1
202,MarcosFlamingo,117077,1
203,Araxi-shi,117077,1
204,HahaAnimeGoBrrr,117077,1
205,MomoMinor,117077,1
206,Lyuboslav2000,117077,1
207,FooRacc,117077,1
208,Diviners_2000,117077,1
209,cortrell,117077,1
210,Migomi,117077,1
211,Loliconxdddd,117077,1
212,pbence20,117077,1
213,rin_nova,117077,0
214,Chris_Foster,117077,1
215,Mrssaif4rrd,117077,1
216,KuranDomo,117077,1
217,Tmvrle,117077,1
218,tqrx,117077,1
219,dragonhite,117077,1
220,RM_Anime2,117077,1
221,Unheo,117077,1
222,rorokelly1,117077,1
223,kane24,117077,1
224,Bilmiyorum292,117077,1
225,hayhay123,6978,1
226,luigirovatti,6978,1
227,daremohito,6978,1
228,WzrdxBlvckstxr,6978,1
229,qwvt,6978,1
230,YellowMistake,6978,1
231,urmomiscool,6978,1
232,00blinker,6978,1
233,SintgH,6978,1
234,king_batuta,6978,1
235,Ambrosious,6978,1
236,M0mus,6978,1
237,Yamiez,6978,1
238,Hokokuin,6978,1
239,mechaniclassic,6978,1
240,KaiserReinhard76,6978,1
241,BristalChilly,6978,1
242,AdamDosly,6978,1
243,NutInButt,6978,1
244,altgal,6978,1
245,PositiivOG,6978,1
246,LongLostLum,6978,1
247,DugBur,6978,1
248,Malacc297,6978,1
249,nayt-weeb,6978,1
250,3498701fc702f952,6978,1
251,Almeiiida,6978,1
252,TuanHank,6978,1
253,Mrssaif4rrd,6978,1
254,Milomark,6978,1
255,kylepackard,6978,1
256,M4x3dw33b,6978,1
257,Reihare,6978,1
258,Unheo,6978,1
259,Kickyuz,6978,1
260,Seward_desarraga,6978,1
261,Bilmiyorum292,6978,1
262,bzzbzzMFbzzbzz,6978,1
263,Obitoczar,6978,1
264,hirohitox,6978,1
265,guzoulou,6978,1
266,nerozukin,6978,1
267,jlojnr,6978,1
268,Lolibabaa-sama,6978,1
269,LinuxNeet,6978,1
270,shonenshithead76,6978,1
271,justwantohavefun,6978,1
272,RM_Anime2,6978,1
273,UgurC,6978,1
274,_Chet,6978,1
275,Contramundum,6978,1
276,Hawkon,6978,1
277,touc,6978,1
278,GUNNROFASCII,6978,1
279,PapayaPecs,6978,0
280,snerasnera24,6978,1
281,shinzohm,6978,1
282,EngelsGreyrat,6978,1
283,Lightning505,6978,1
284,discrimin8,6978,1
285,qweaenr,6978,1
286,Yami_Tam,6978,1
287,mintcakee,6978,1
288,Mohamed__3838,6978,1
289,StartKnight,6978,1
290,Ihavenoidea9174,6978,1
291,BobsonDugnutt69,6978,1
292,FemboyFeetLover9,6978,1
293,DeltaWDunn,6978,1
294,Shinichi_Tokuchi,6978,1
295,Natsumezaka,6978,1
296,KolaRED,6978,1
297,yasser_musaed,6978,1
298,Maqox_Tulon,6978,1
299,Razor666,6978,1
300,JorG94,119184,1
301,Catboy_Leon,119184,1
302,Akihabarai_Konyv,119184,0
303,gillian1677,119184,1
304,Nintendocri,119184,1
305,Dortrab91,119184,1
306,Nyanquility,119184,1
307,asei,119184,0
308,rodolfomacarini,119184,0
309,sKillua02,119184,1
310,THeGamingzZilla,119184,1
311,Namiko109,119184,1
312,Ramen_Ava,119184,1
313,Saol,119184,1
314,rohithchai,119184,1
315,Gaim245,119184,1
316,Jacwel20,119184,1
317,1vinny,119184,1
318,zuki_xs,119184,1
319,ConTheNor,119184,1
320,Rob32,119184,1
321,AOIsama,119184,1
322,Darth-Thiccious,119184,1
323,Rufas,119184,1
324,daddyqiqi,119184,1
325,kobzu8,119184,1
326,Serapphim,119184,1
327,GrimHouten,119184,1
328,kennysosa,119184,1
329,rod--,119184,1
330,Athsuhi,119184,1
331,Carlos_09,119184,1
332,Freyafraz,119184,1
333,tperie,119184,1
334,Elizeo,119184,1
335,Zeina1234,119184,0
336,BlazeChan,119184,1
337,niggainasuit,119184,1
338,Nesnes75,119184,1
339,mkhan888,119184,1
340,Yel3nkn,119184,1
341,Lucasdsm,119184,1
342,Kyubi_exe,119184,1
343,Akalum15,119184,1
344,ForeverGone1,119184,1
345,Polaris11767,119184,1
346,Moksed,119184,1
347,fcbe847763946d10,119184,1
348,adlem714,119184,1
349,FUGBaam25,119184,1
350,yolo1997,119184,1
351,BenzKun,119184,0
352,lolo_llomo,119184,1
353,Bilmiyorum292,119184,1
354,scarletheart626,119184,1
355,Shirofussa,119184,1
356,Raynier2002,119184,1
357,mandamaebe,119184,1
358,GnolKing,119184,1
359,Crimson_Kiss,119184,1
360,N1cklz,119184,1
361,CosmiCastaway,119184,1
362,FriskyFaner,119184,1
363,TokenTigerMD,119184,1
364,El_Benjo,119184,1
365,Faisal_2910,119184,1
366,LorraineSprings,119184,1
367,DRK_FATE,119184,1
368,Hamuto,119184,1
369,Masahiro99,119184,1
370,aureo_femto,119184,1
371,Trigun_sree9,119184,1
372,Timmmn,119184,0
373,DemonicTimon,119184,1
374,Ronan06,119184,1
375,jellyf1ish_,26728,1
376,nayflwrie,26728,1
377,Malacc297,26728,1
378,luvmade,26728,1
379,WzrdxBlvckstxr,26728,1
380,ReVokedV3NOM,26728,1
381,rin_nova,26728,0
382,ParisPlayboy01,26728,1
383,SintgH,26728,1
384,Gaurav4152,26728,1
385,Bilmiyorum292,26728,1
386,zeraphus,26728,1
387,marine_1998,26728,1
388,Sayloni,26728,1
389,theloneraven,26728,1
390,AlpacaAlpaca,26728,1
391,king_batuta,26728,1
392,NoxSpirit,26728,1
393,Ragna1999,26728,1
394,Shreyabbb,26728,1
395,aonoshi,26728,0
396,3498701fc702f952,26728,1
397,liauruu,26728,1
398,murasakihikaru,26728,1
399,VexiMontesse,26728,1
400,mapletheleaf,26728,0
401,Unheo,26728,1
402,hirohitox,26728,1
403,jinko2cutie,26728,1
404,LinuxNeet,26728,1
405,Lazy_spirit,26728,1
406,HarveyUK,26728,1
407,krvvisty,26728,1
408,kyaguss,26728,1
409,DEERPOOL,26728,1
410,JumbledStars,26728,1
411,miserystruck,26728,1
412,Vettta,26728,1
413,Controversy,26728,1
414,Hellsing365,26728,0
415,touc,26728,1
416,xxyx_,26728,1
417,sadsadxdxd,26728,1
418,GentleRain81,26728,1
419,gyrobey,26728,1
420,leh_,26728,1
421,kyomange,26728,1
422,WhySerious,26728,1
423,Shinichi_Tokuchi,26728,1
424,Loren_Lauren,26728,1
425,Thecrot,26728,1
426,Mes-,26728,1
427,call_me_ping,26728,1
428,XaNova,26728,1
429,Kunoichi4ever,26728,1
430,mari221,26728,1
431,ktorys,26728,1
432,FujiPuji,26728,1
433,Rachelsucks123,26728,1
434,Quickshoot,26728,1
435,Inka_gnito,26728,1
436,Grizzly8995,26728,1
437,AkiraPhantomWolf,26728,1
438,Bagelbiter71,26728,1
439,1f47619dd2b4e270,26728,1
440,kiz-chan,26728,1
441,GodHand6934,26728,1
442,0merf0,26728,1
443,TGR_ORE,26728,1
444,ririsletter,26728,1
445,marzopatata,26728,1
446,Mari_1612,26728,1
447,MonkeyDLuffy_JB,26728,1
448,RoseDali,26728,1
449,Er_dnuwat_Er,26728,1
450,Sygy342,121781,0
451,YogiPie,121781,1
452,Akihabarai_Konyv,121781,1
453,LadyHaku,121781,1
454,Mizakichu,121781,1
455,Miisati,121781,1
456,Hopeeee_,121781,1
457,Bradock1722,121781,1
458,BlissGuy,121781,1
459,CarKMR,121781,1
460,ruikoxtg,121781,1
461,Vicen_lives,121781,1
462,Fenrir213,121781,1
463,drishaan,121781,1
464,kiddiamond1,121781,1
465,Salestrom,121781,1
466,Airez,121781,1
467,t_offifee,121781,1
468,HanzDKidz,121781,1
469,Cosmolax,121781,1
470,Thrinom,121781,1
471,ChasingForward,121781,1
472,valstein,121781,1
473,C4rdinal01,121781,1
474,SirSpooky,121781,1
475,Haru_panda,121781,1
476,NikuSiku,121781,1
477,MMorkeyy,121781,1
478,meowewowie,121781,1
479,trees9,121781,1
480,Raiiive,121781,1
481,huusina,121781,1
482,barat0,121781,1
483,rawichcc,121781,1
484,esper1309,121781,1
485,rin_nova,121781,1
486,Derimor,121781,1
487,kweno,121781,1
488,JulliaBR,121781,1
489,D__chan,121781,1
490,Elenol,121781,1
491,NapsTheRealOne,121781,1
492,ANSALKINGX,121781,1
493,gokalpgoksu,121781,1
494,Niarth,121781,1
495,Thecrot,121781,1
496,lalalafindyou,121781,1
497,BrandonKnapp20,121781,1
498,MxtGxnuKite,121781,1
499,liauruu,121781,1
500,Jejejjdbfosi293v,121781,1
501,kokzzzz,121781,1
502,Skyelin55,121781,1
503,abovetime,121781,1
504,takutoac,121781,1
505,orangesrock,121781,1
506,RM_Anime2,121781,1
507,rei0027,121781,1
508,Unheo,121781,1
509,Drvzox,121781,1
510,Gnocc,121781,0
511,LPAlexi,121781,1
512,Baztrez,121781,1
513,Laelsfilho,121781,1
514,Obitoczar,121781,1
515,noyamuna,121781,1
516,whyshahmeer,121781,1
517,TAM16,121781,1
518,yavvinee,121781,1
519,chacharla,121781,1
520,MidPathBoomer,121781,1
521,chipvy12,121781,1
522,ciela_,121781,1
523,iDefaultz,121781,1
524,asmooah,121781,1
525,i2kent0,7458,1
526,Christian_Wagner,7458,1
527,Govsha,7458,1
528,zerassix,7458,1
529,Timous,7458,1
530,wobbleobble,7458,1
531,JakeGoslinPhix,7458,1
532,pheonixanime246,7458,1
533,PeCek,7458,1
534,5eadweller,7458,1
535,Everyones_Senpai,7458,1
536,KittyHarley,7458,1
537,Alllu,7458,1
538,AshitaNoBeefy,7458,1
539,xavleg,7458,1
540,Nat3_River,7458,1
541,waldii42,7458,1
542,Ryuusei_Shidou,7458,1
543,OilerVariable,7458,0
544,Stains,7458,1
545,Expi_Lucas,7458,1
546,4KASH,7458,1
547,kol9l,7458,1
548,Xeratone,7458,1
549,laauraaaaa,7458,1
550,MsDakotaSiren127,7458,1
551,dobee,7458,1
552,BenzKun,7458,1
553,UnBreak,7458,1
554,Lyr1c,7458,1
555,TrashBagSlim,7458,1
556,Snowflake_S,7458,1
557,longlivedchild,7458,1
558,MazenDuner22,7458,0
559,GilgameshGal,7458,1
560,ftyeahgaming,7458,1
561,Domic213,7458,1
562,thQuirky,7458,1
563,susenka777,7458,1
564,MokuSSB,7458,1
565,il999on,7458,1
566,joshett,7458,1
567,Dreamaniax,7458,1
568,Cody_Enjoyer_74,7458,1
569,WelFedTed,7458,1
570,Ami_The_Totoro,7458,1
571,timmiedo,7458,1
572,huusina,7458,1
573,DioBrando1100,7458,1
574,im_lili_chu,7458,1
575,f0478d7e08eb3cf8,7458,1
576,ABCDDCBA1,7458,1
577,Roi_pekkel,7458,1
578,Erita_xry,7458,1
579,Tsukinomiya,7458,1
580,morteperdiabolo,7458,1
581,FallenOmegaStar,7458,1
582,Katsugox_x,7458,1
583,VanVeleca,7458,1
584,aonoshi,7458,1
585,MiyuriLovenova,7458,1
586,yuriyaoilover123,7458,1
587,Game_Zero,7458,1
588,36a88f09f1e3435a,7458,1
589,rin_nova,7458,1
590,ShiggyDust,7458,1
591,godaky,7458,1
592,Unheo,7458,1
593,Reddolady,7458,1
594,Sigma_SakuRa,7458,1
595,Seward_desarraga,7458,1
596,animelis12,7458,1
597,SilenceGuardian,7458,0
598,0shn,7458,1
599,yavvinee,7458,1
600,Polvazoo,119282,1
601,ZGEGOS,119282,1
602,poobular,119282,1
603,Remku21,119282,1
604,kyons,119282,1
605,Houmu,119282,1
606,Gosto-san,119282,1
607,Plep51,119282,1
608,847AM,119282,1
609,y4rn,119282,1
610,GG2048,119282,1
611,Mr_Chr1s,119282,1
612,h4neul,119282,1
613,Mr_Sparklesman,119282,1
614,Adriannn03,119282,1
615,eucalyptusboom,119282,1
616,cityofdoves,119282,1
617,Th3Docter,119282,1
618,Krowfu,119282,1
619,TwTYuEi,119282,1
620,BepisDealer,119282,1
621,N1cklz,119282,1
622,mrhecker07_,119282,1
623,RatMagician,119282,1
624,Edithee,119282,1
625,reiiiiiiiiiiii,119282,1
626,BrunoBruno,119282,1
627,g10r1x,119282,1
628,Enatsusugioka,119282,1
629,Spike_beagel_100,119282,1
630,dodo113,119282,1
631,sigmakono,119282,1
632,stlangels,119282,1
633,aonoshi,119282,1
634,koro_two,119282,1
635,Surmano,119282,1
636,3498701fc702f952,119282,1
637,rin_nova,119282,0
638,Pinappleguy289,119282,1
639,infamousHeroic,119282,1
640,ayanhaha,119282,1
641,Unheo,119282,1
642,Alex33p,119282,1
643,jarvis0809,119282,1
644,Valdemar_sama,119282,1
645,ZaJOL,119282,1
646,AntonioY_Y,119282,1
647,Craftyskate,119282,1
648,hirohitox,119282,1
649,0shn,119282,1
650,ImNOTAmOtaku,119282,1
651,xspier,119282,1
652,nezzar_,119282,1
653,Ame_iro_hito,119282,1
654,DEERPOOL,119282,1
655,DaoistFR,119282,1
656,SharpieSnitch,119282,1
657,DenjinDan,119282,1
658,LinuxNeet,119282,1
659,Roboconcc,119282,1
660,ULtS,119282,1
661,MisterDifficult,119282,1
662,Guilher-arj,119282,1
663,Ianman,119282,1
664,Itsak69,119282,1
665,Shinichi_Tokuchi,119282,1
666,SuperMarioG,119282,1
667,gyrobey,119282,1
668,Prxy0,119282,1
669,Calebe0,119282,1
670,VictorN1nes,119282,1
671,kalmaria,119282,1
672,13MannyAMR,119282,1
673,Puzznik,119282,1
674,swiftmark,119282,1
675,Egliette,134997,1
676,Cearaxx25,134997,1
677,1gabimaru,134997,1
678,Anarkan,134997,1
679,SSRSyt,134997,1
680,domenxca,134997,1
681,Peuda,134997,1
682,ReliaOrSmth,134997,1
683,TitanInsane,134997,1
684,Tikounek,134997,1
685,george_priftakis,134997,1
686,XxxYaseefxxX,134997,1
687,Ne_Mo,134997,1
688,Fed_142,134997,1
689,yuval_06,134997,1
690,_Rylan_,134997,1
691,Crowfinger,134997,1
692,N1cklz,134997,1
693,Koto-,134997,1
694,Shioneri,134997,1
695,CHaoz6097,134997,1
696,ChampionAsh5357,134997,1
697,Bodyfa,134997,1
698,Diviners_2000,134997,1
699,sanriosclub,134997,1
700,rizathesunflower,134997,1
701,rin_nova,134997,0
702,Alternate_11,134997,0
703,akusukabubur,134997,1
704,MrRaindrop12323,134997,1
705,Jack1803,134997,1
706,Unheo,134997,1
707,SerenityKat,134997,1
708,AliveXd,134997,1
709,icedragoons,134997,1
710,iSw1tch,134997,1
711,Thanu24,134997,1
712,GameForest1,134997,1
713,abystoma2,134997,1
714,gyrobey,134997,1
715,crystalexe,134997,1
716,Ryuuko_kun,134997,1
717,HahaAnimeGoBrrr,134997,1
718,Sorvitz,134997,1
719,moria222,134997,1
720,TrashBagSlim,134997,1
721,tweetoot,134997,1
722,s0rening,134997,1
723,ToriSui,134997,1
724,RayneX_art,134997,1
725,thanosefsta,134997,1
726,qweaenr,134997,1
727,Controversy,134997,1
728,chrissi092,134997,1
729,Hakura_Yuki,134997,1
730,Eien1111,134997,1
731,np80658,134997,1
732,cootfr,134997,1
733,StartKnight,134997,1
734,ENDP0INT,134997,1
735,Hawk25670,134997,1
736,alexbus,134997,1
737,ryun_sama,134997,1
738,dnicols,134997,1
739,darazine,134997,1
740,GusAlo17,134997,1
741,75333da913c05a78,134997,1
742,Haxelnut,134997,1
743,AlligatorFluff,134997,1
744,Kiri-gouter,134997,1
745,EnsMsgLu,134997,1
746,dwuyi,134997,1
747,wibugar,134997,1
748,Krugerist,134997,1
749,phg0104,134997,1
750,gabrielxds40,108495,1
751,mdec,108495,1
752,Neizy110408,108495,1
753,DR_Fausst,108495,1
754,Llyodx,108495,1
755,Nathaniel29,108495,1
756,ASlevin,108495,1
757,Adri-z,108495,1
758,P3PO,108495,0
759,AlienFaePrince83,108495,1
760,Zonum123,108495,1
761,Piluugen,108495,1
762,oOButerflyOo,108495,1
763,Deal_JR,108495,1
764,streem,108495,1
765,hyuzitoss,108495,1
766,Pogodrogomogo,108495,1
767,heeroyuy715,108495,1
768,RexenGN,108495,1
769,Bunker-Nines,108495,1
770,Diviners_2000,108495,1
771,belobaka,108495,1
772,liauruu,108495,1
773,Unheo,108495,1
774,SaySaeSarina,108495,1
775,LuizMakarov,108495,1
776,GUNNROFASCII,108495,1
777,_Elos_,108495,1
778,KapteeniSaarinen,108495,1
779,hisameme,108495,1
780,Byakkoran777,108495,1
781,Franky109,108495,1
782,saint_juste,108495,1
783,RM_Anime2,108495,1
784,akuryuunosuke,108495,1
785,krvvisty,108495,1
786,Gryfouille,108495,1
787,mihnea_corso,108495,1
788,Karasu9S,108495,1
789,Giooooooooooo,108495,1
790,fknaesheim,108495,1
791,RealAuraz,108495,1
792,Mtc224,108495,1
793,Oofmastre9000,108495,1
794,SadSaber,108495,1
795,MsMagi,108495,1
796,Nol009,108495,1
797,rahelabraha24,108495,1
798,Len_Zetsubou,108495,1
799,gyrobey,108495,1
800,TMNewtBoy,108495,1
801,riri83,108495,1
802,Miratrix,108495,1
803,Diablowt,108495,1
804,NoUsername09,108495,1
805,_Dogeee,108495,1
806,enrosurobakia,108495,1
807,SlaterR9001,108495,1
808,Anuhea,108495,1
809,4336b496675f760b,108495,1
810,MiyaChinenn,108495,1
811,DronIs,108495,1
812,Grass8182,108495,1
813,Des-Esseintes,108495,1
814,VentedPie,108495,1
815,steftim,108495,1
816,dwrklxrd,108495,1
817,tsnr,108495,1
818,XxDattebayoxX,108495,1
819,GioGioBord,108495,1
820,kyomange,108495,1
821,helgpp,108495,1
822,Lapis124,108495,1
823,SenjusCherry,108495,1
824,kalgiaquinta,108495,1
825,xfrey,45885,1
826,marine_1998,45885,1
827,3498701fc702f952,45885,1
828,murasakihikaru,45885,1
829,Unheo,45885,1
830,_ghostfriend,45885,1
831,Vettta,45885,1
832,Controversy,45885,1
833,Misc_Miff,45885,1
834,sadsadxdxd,45885,1
835,Snow_Rose,45885,1
836,lazanie-0,45885,1
837,Buster_Wolf09,45885,1
838,Quickshoot,45885,1
839,Lundy28,45885,1
840,Matador_X,45885,1
841,yougogrr,45885,1
842,Gl7_dz,45885,0
843,Dmo16,45885,1
844,Joffre1-8,45885,1
845,uSourFox,45885,1
846,ukobay,45885,1
847,ETHENNAs,45885,0
848,v_pendragon,45885,1
849,amemvs,45885,1
850,GodofMAL,45885,1
851,totoroswhiskers,45885,1
852,Samu-L,45885,1
853,babesaurus_rex,45885,1
854,ReMightyRon,45885,1
855,nashenas_00,45885,1
856,Silvyr17,45885,1
857,bananaV,45885,1
858,pielplastica,45885,1
859,sever1l,45885,1
860,luna-neechan,45885,1
861,Stny,45885,1
862,Non_Anon,45885,1
863,mechaniclassic,45885,1
864,Yuki-Shin,45885,1
865,ape_escapee,45885,1
866,micad0,45885,1
867,thx0f1x,45885,1
868,rowcoaster,45885,1
869,kusanagi_ZFG,45885,1
870,Absurdo_N,45885,0
871,ThisIsImpossible,45885,0
872,sinister_donkey,45885,1
873,Tacticianrt,45885,1
874,vivi9381,45885,1
875,Mariangel,45885,1
876,Rei_The_Dead,45885,1
877,xhoneychiix,45885,1
878,odellya,45885,1
879,Dkflash3,45885,1
880,vivin6,45885,1
881,myanimelist0819,45885,1
882,Ruby019x,45885,1
883,whereismax,45885,1
884,pluviophilefour,45885,1
885,Bronk,45885,1
886,It4ch1zin,45885,1
887,urbanfantasie,45885,1
888,Ihatemylifemate1,45885,1
889,Liveactionsucks9,45885,1
890,useless-cheese,45885,1
891,Aquanaut187,45885,1
892,dc198,45885,1
893,Alexa_Cosmin,45885,1
894,tonytakitany,45885,0
895,deathpram,45885,1
896,Jhuarch,45885,1
897,kpoplover26,45885,1
898,N_Lune20,45885,1
899,Izzymon,45885,1
900,a_anninha,127221,1
901,1vinny,127221,1
902,Nickguti,127221,1
903,tiffyboy,127221,1
904,Hihihellohi,127221,1
905,savinduzx,127221,1
906,Unheo,127221,1
907,Luutwo,127221,1
908,Rukia-mara,127221,1
909,Nyil,127221,1
910,Controversy,127221,1
911,s0rening,127221,1
912,roelfire,127221,1
913,CrankCase1,127221,1
914,qweaenr,127221,1
915,Bibi_baU,127221,1
916,annabelle_12,127221,1
917,dokissers,127221,1
918,Razor666,127221,1
919,whqas,127221,1
920,RubinRubi,127221,1
921,cyb3rf4iry,127221,1
922,LeoC03,127221,1
923,wibugar,127221,1
924,Lundy28,127221,1
925,66Skyrix99,127221,1
926,jmw45acp,127221,1
927,Hannah126,127221,0
928,rizamanchu,127221,1
929,AkiraPhantomWolf,127221,1
930,LiberKou,127221,1
931,SusanSalix,127221,1
932,kiljutar,127221,1
933,ROKKO_ROJO,127221,1
934,Ouranhighlover,127221,1
935,ReMightyRon,127221,1
936,GodofMAL,127221,1
937,FerdousAbirSeam,127221,1
938,BeetleBird,127221,1
939,Samu-L,127221,1
940,IdiotKingAlly,127221,1
941,oolyvi,127221,1
942,NosferatuNoah,127221,1
943,omobasil,127221,1
944,KC_Jahseh,127221,1
945,Emberstreak,127221,1
946,MeowIII,127221,1
947,PaPrika_Hash,127221,1
948,Adventury5,127221,1
949,rahul93k,127221,1
950,AntokuMoruzi,127221,1
951,JOx10,127221,1
952,mechaniclassic,127221,1
953,GentleWrath,127221,1
954,Silverbell_Ranch,127221,1
955,Nxrxhx_ljs,127221,1
956,Bronk,127221,1
957,Grabrielem,127221,1
958,Saiks,127221,1
959,chERISma,127221,1
960,PikachuBoy6PCute,127221,1
961,Sawru,127221,1
962,Prince33,127221,1
963,-Mekhi-,127221,1
964,an_ag,127221,1
965,xeexiia,127221,1
966,Ragingasian505,127221,1
967,iieskaa,127221,1
968,LeafSlizer,127221,1
969,TrickyEPP,127221,1
970,myanimelist0819,127221,1
971,Tamokss,127221,1
972,drugmarket,127221,1
973,RedWolfZer0,127221,1
974,Kurisu9358,127221,1
975,blackshu,34841,1
976,Harvey1997,34841,1
977,Cruz46_,34841,1
978,sfhsjsja,34841,1
979,Kanae,34841,1
980,ThymeSeyU,34841,1
981,CYSOfficial,34841,1
982,liauruu,34841,1
983,takutoac,34841,1
984,Unheo,34841,1
985,SmolChibi,34841,1
986,UseugiFutaro,34841,1
987,TeaWanter,34841,1
988,s0rening,34841,1
989,KohkatrissDK,34841,1
990,zloyfil,34841,1
991,Arneshkumargupta,34841,1
992,qweaenr,34841,1
993,Diviners_2000,34841,1
994,Lowd_,34841,1
