,username,novel_id,interest
25219,luvlii,45347,1
25220,Tebayan,45347,1
25221,kill_tatsu,45347,1
25222,Nilsperry,45347,1
25223,Homihiro,45347,1
25224,DblankD,45347,1
25225,Pedrus77,45347,1
25226,yakuiporn,45347,1
25227,krikio,45347,1
25228,MohammedSafi,45347,1
25229,amaral17,45347,1
25230,HuSKy11146,45347,1
25231,Itamiix,45347,1
25232,Azeelia,45347,1
25233,RosePark04,45347,1
25234,Fairbrook,45347,1
25235,cacatula,45347,1
25236,X_l_e_b,45347,1
25237,kafka-chan,45347,1
25238,kiyonaaika,45347,1
25239,wrxstslxt,45347,1
25240,Mai_kei,45347,1
25241,otjale,45347,1
25242,BondaddySoup,45347,1
25243,IternalMementos,45347,1
25244,CauannK,45347,1
25245,noctuural,45347,0
25246,Tami_F,45347,1
25247,lawsonguy75,45347,1
25248,JLB_sama,45347,0
25249,Ziauirlic,45347,1
25250,Martinadriaz,45347,1
25251,Basil_Show,45347,1
25252,electrocutica,45347,1
25253,MoriMaii,45347,1
25254,TrashBagSlim,45347,1
25255,Suka-7777-Suka,45347,1
25256,Wesley2006,45347,1
25257,Sommei,45347,1
25258,Maiddd,45347,1
25259,BerriesSan,45347,1
25260,tatuwah,45347,1
25261,shum73,45347,1
25262,_max7,45347,1
25263,Gsarthotegga,45347,1
25264,Minduim,45347,1
25265,clocice,45347,1
25266,wishing_tree,45347,1
25267,NEF_Liss1,45347,1
25268,Aoi-Maverick,45347,0
25269,bonrs,45347,1
25270,Yaldabaoph,45347,0
25271,Swin21,45347,1
25272,Kwayd30,102850,1
25273,Djenkostyle,102850,1
25274,Violet4_,102850,1
25275,Ghefira,102850,1
25276,stevefromsteam,102850,1
25277,Yolper,102850,1
25278,P3PO,102850,1
25279,rgnrkmtsN2,102850,1
25280,BangerXShane,102850,1
25281,Uji_Gintoki_Bowl,102850,1
25282,Lucielabova,102850,1
25283,KnightRider2099,102850,1
25284,Constriley,102850,1
25285,Razan29,102850,1
25286,Controversy,102850,1
25287,Thuuduujn,102850,1
25288,Dark_Ghost11,102850,1
25289,lucknumber0815,102850,1
25290,BlankSkyes,102850,1
25291,Autit,102850,1
25292,imdeadsilas,102850,1
25293,vazimu,102850,1
25294,SleepyAnimewaTCh,102850,1
25295,Kirsi_Karhu,102850,1
25296,TheCastes,102850,1
25297,monomiki,102850,1
25298,Carnage-,102850,1
25299,Hynawa,102850,1
25300,Dactir,102850,1
25301,KVS2,102850,1
25302,SlyBossW,102850,0
25303,UAM19,102850,1
25304,Dave_UwU,102850,1
25305,Recycledcontent,102850,1
25306,-Remix-,102850,1
25307,Samu-L,102850,1
25308,emberreviews,102850,1
25309,Boltai,102850,1
25310,KlonkkuMaster69,102850,1
25311,Glpppl,102850,1
25312,FennisMonjaa,102850,1
25313,Carriss,102850,1
25314,BlueFlame92820,102850,1
25315,CommanderX24,102850,1
25316,GorillaFAIZ,102850,1
25317,MinionTer,102850,1
25318,MentaiCosmic,102850,1
25319,Hattman,102850,1
25320,RamRol97,102850,0
25321,sceverten,102850,1
25322,WFNT,102850,1
25323,deeperspacenine,102850,1
25324,Two22BB,102850,1
25325,Kirito2141,102850,1
25326,Juanchoman,102850,1
25327,QuarraX,102850,1
25328,DougShug,102850,1
25329,maugl1,102850,1
25330,Sheebeehs,102850,1
25331,Fossil2023,102850,1
25332,baemaxmain,102850,1
25333,ShouWilliams,102850,1
25334,ZerroBolt,102850,1
25335,Tokoridjr,102850,1
25336,QuinasaP,102850,1
25337,evanzhaaa,102850,1
25338,chERISma,102850,1
25339,SimpleMeta,102850,1
25340,Rak99,102850,1
25341,sandwichbrobot5,102850,1
25342,OneBetta,102850,1
25343,Anomalocaris69,102850,1
25344,N3gro27,102850,1
25345,Sonomu,102850,0
25346,yakadigity,102850,1
25347,okitakamui,60559,1
25348,gayfurina,60559,1
25349,Ttoastt,60559,1
25350,zages,60559,1
25351,Smoll_Demon,60559,1
25352,tsumura22194,60559,1
25353,Belenxd40,60559,1
25354,-Sabre-,60559,1
25355,Pannascotta,60559,1
25356,heatherzzz,60559,1
25357,DRd7,60559,0
25358,enbeess,60559,1
25359,Queenkay,60559,1
25360,eunareri,60559,1
25361,EletroGhosylt,60559,0
25362,vinearu,60559,1
25363,solemgemeos,60559,0
25364,yourpinkoverlord,60559,1
25365,Deago,60559,0
25366,egg-girl,60559,1
25367,Humoro_Kai,60559,1
25368,Harukilol_,60559,1
25369,vel_vel,60559,1
25370,kit1508,60559,1
25371,ishimolol,60559,1
25372,chymja,60559,1
25373,rredroses,60559,1
25374,Lilly_ASW321,60559,1
25375,SillySillyMango,60559,1
25376,_Akko,60559,1
25377,03d5d6672cf10249,60559,1
25378,MusicFreak1996,60559,1
25379,Sofi_sama,60559,1
25380,llyricos,60559,1
25381,Streusel,60559,1
25382,bbbeast,60559,1
25383,datajoshing,60559,1
25384,Ribenji-kun,60559,1
25385,Rabinka37,60559,1
25386,KuraikuMiku,60559,1
25387,WalterusMayer,60559,1
25388,UZ5,60559,1
25389,Koy0koy0,60559,1
25390,Prxy0,60559,1
25391,Wusel-chan,60559,0
25392,Bloody_Gaikotsu,60559,1
25393,Adrena,60559,1
25394,ShadowSorcerer,60559,1
25395,Hina_hanayo,60559,1
25396,Ankimo,60559,1
25397,playunicorn,60559,1
25398,RayneNotRain,60559,1
25399,Vesseelell,60559,1
25400,Miranjairi,60559,1
25401,Tarien,60559,1
25402,SakuraLaLuna,60559,1
25403,Helly_Anime,60559,1
25404,chiliehead,60559,1
25405,GhostlyLazy,60559,1
25406,GYATTkupo,60559,1
25407,Releen,60559,1
25408,Nigmode_Slayer,60559,1
25409,Deadpooch,60559,1
25410,pengun12,60559,1
25411,0Spoon,60559,1
25412,sonixpanasonix,60559,1
25413,hyreln,60559,1
25414,firanka43,60559,1
25415,Agusyyy_2,60559,1
25416,itsSunn,60559,1
25417,meiyoneighs,60559,1
25418,SunSan11,60559,1
25419,nuruxar,60559,1
25420,Luzti,60559,1
25421,Nayan_Sarkar,60559,1
25422,pechiemy,20147,1
25423,abidsumon,20147,1
25424,Elaktrato,20147,1
25425,liauruu,20147,1
25426,Shinichi_Tokuchi,20147,1
25427,Unheo,20147,1
25428,HypperAstro,20147,1
25429,StudioKonKon,20147,1
25430,Pry4win,20147,1
25431,Arwa15anime,20147,0
25432,Dariia24,20147,1
25433,Slimelop,20147,1
25434,DRd7,20147,0
25435,TechnoWolfy,20147,1
25436,AlbeezyThaGod,20147,1
25437,MicaelApenas,20147,1
25438,Autit,20147,1
25439,revr9,20147,1
25440,Samu-L,20147,1
25441,AftershockWolf,20147,1
25442,pmajors,20147,1
25443,xLycorisRadiata,20147,1
25444,X_l_e_b,20147,1
25445,Rahul_101,20147,0
25446,kafka-chan,20147,1
25447,daystallion,20147,1
25448,SeventhIce,20147,1
25449,Lovingpeace,20147,0
25450,MegaDarkKebab,20147,1
25451,Lavurso,20147,1
25452,Nammu,20147,0
25453,Takumiiikun,20147,1
25454,ladyashryn,20147,1
25455,Sonomu,20147,1
25456,ZechAnimanga,20147,1
25457,loukeize,20147,1
25458,Lushawsome_xdy12,20147,1
25459,TangRou35,20147,1
25460,burnedbernr100,20147,1
25461,AverageWaifu,20147,1
25462,_tony_zzz,20147,1
25463,Dash08,20147,1
25464,kelpstar,20147,1
25465,sam_rg,20147,1
25466,Capibaras_List,20147,1
25467,SongCrusher,20147,1
25468,Kos_Tyan,20147,1
25469,taishougrotesque,20147,1
25470,tibiiigni,20147,1
25471,solemgemeos,20147,0
25472,zRuth,20147,1
25473,-rsr-,20147,1
25474,Prxy0,20147,1
25475,Wusel-chan,20147,0
25476,Snowy_kittycat13,20147,0
25477,sena1l,20147,1
25478,melancholieeee,20147,1
25479,tovervos,20147,1
25480,Hibi,20147,1
25481,Bloody_Gaikotsu,20147,1
25482,SebGray,20147,1
25483,Ilfracombe,20147,1
25484,Oingo,20147,1
25485,Rodys95,20147,1
25486,ShadowSorcerer,20147,1
25487,OniMage,20147,0
25488,mercurial_beast,20147,1
25489,0Unknown0,20147,1
25490,Momochi_,20147,0
25491,Mahirunin,20147,1
25492,SETSUNA_OGISO,20147,1
25493,SzSoRaISOK,20147,1
25494,NS2A2,20147,1
25495,scaryDrift,20147,1
25496,Vario,20147,1
25497,Tsumikiss,92878,1
25498,FoxAngelX,92878,1
25499,steniosatou,92878,1
25500,anonymousername,92878,1
25501,the_ugly_bastard,92878,1
25502,D_Devil,92878,1
25503,MinionTer,92878,1
25504,MentaiCosmic,92878,1
25505,qwa_,92878,1
25506,AGLA_II,92878,1
25507,AnimeCircus,92878,1
25508,NJC027,92878,1
25509,PinkEvan,92878,1
25510,nathanhills,92878,1
25511,Unsteady2475,92878,1
25512,UZ5,92878,1
25513,Seeded,92878,1
25514,Ew1lan,92878,1
25515,Prxy0,92878,1
25516,TouchME666,92878,1
25517,irronspider,92878,1
25518,Nefernaly,92878,1
25519,Kazumanin,92878,1
25520,fireshroom,92878,1
25521,phg0104,92878,1
25522,Laya-,92878,1
25523,Venicilia,92878,1
25524,_MR_,92878,1
25525,Kaeda7,92878,1
25526,EatKimchi,92878,1
25527,Alexandragon,92878,1
25528,Hasardinho,92878,0
25529,SakuraLaLuna,92878,1
25530,Asta2635,92878,1
25531,ReXiRa,92878,1
25532,Orfeu144,92878,1
25533,Fabianf1,92878,1
25534,ShidraAsada,92878,1
25535,Tryzickle,92878,1
25536,Kuaix,92878,1
25537,Drakdodare,92878,1
25538,Wusel-chan,92878,0
25539,valmao91,92878,0
25540,ParsaPT10,92878,1
25541,_MaryC_,92878,1
25542,TeslaEnjoyer,92878,1
25543,Kazomir,92878,1
25544,hoshi_child,92878,1
25545,Fabianover,92878,1
25546,VarfRuan,92878,1
25547,BestMemeLord,92878,1
25548,Luke_Nicolle,92878,1
25549,mshaim,92878,1
25550,testing_works,92878,1
25551,pykuuu,92878,1
25552,TNLE01,92878,1
25553,CzBj19072005,92878,1
25554,RazorGX0,92878,1
25555,merlinhahahaa,92878,1
25556,Isylphia,92878,1
25557,Mehcky,92878,1
25558,Vishamonmg,92878,1
25559,OSTEnjoyer,92878,1
25560,sunesf,92878,1
25561,myname-_-,92878,1
25562,DarkestJack,92878,1
25563,LiveOnACloud,92878,1
25564,Bzaurpa,92878,1
25565,shinjjiiiiii,92878,1
25566,bittergrapefruit,92878,1
25567,Olizorn,92878,1
25568,Mt08,92878,1
25569,Time_and_Space,92878,1
25570,Sylicone,92878,1
25571,DuckDuckCat,92878,1
25572,kyons,3864,1
25573,C__C,3864,1
25574,abystoma2,3864,1
25575,N_Lune20,3864,1
25576,mistalevy,3864,1
25577,whqas,3864,1
25578,NovaLiS19,3864,1
25579,JuanlaMapa,3864,1
25580,Beast9200,3864,0
25581,BristalChilly,3864,1
25582,Deago,3864,0
25583,ReMightyRon,3864,1
25584,solemgemeos,3864,0
25585,roue2feu,3864,1
25586,mikakawaii17,3864,1
25587,TimmyMcAwsome,3864,1
25588,suppiemutt,3864,1
25589,Clutz1,3864,1
25590,Vellany0,3864,1
25591,Prxy0,3864,1
25592,Wusel-chan,3864,0
25593,hotsake,3864,0
25594,Bloody_Gaikotsu,3864,1
25595,TenshiHGC,3864,0
25596,bhaalbabe,3864,1
25597,hiroto34,3864,1
25598,PunchMonkey,3864,1
25599,Segramer,3864,1
25600,Adrena,3864,1
25601,yume44,3864,1
25602,Isimran,3864,1
25603,Yuza14Penguinss,3864,1
25604,Jiheishouji,3864,1
25605,Treeagoon,3864,1
25606,Bider,3864,1
25607,KocakaBG,3864,1
25608,noxturne9,3864,1
25609,karinablue44,3864,1
25610,NIV7,3864,1
25611,fables91,3864,1
25612,puKKa,3864,1
25613,SonatinaHaze,3864,1
25614,Gab,3864,1
25615,Obsidian_Scabard,3864,1
25616,Yoyo_Man565,3864,1
25617,xieleph,3864,1
25618,Pepcomp,3864,1
25619,mshaim,3864,1
25620,lunarfox91,3864,1
25621,testing_works,3864,1
25622,waifuondarksheep,3864,1
25623,UnrealBee2,3864,1
25624,Matt84,3864,1
25625,pykuuu,3864,1
25626,NerdAku87,3864,1
25627,ladyvestal,3864,1
25628,dymable,3864,1
25629,IHateHomeWork,3864,1
25630,SHOGUNWARRIOR,3864,1
25631,anonymous_6969,3864,1
25632,AmazingDuck2005,3864,1
25633,stacksstacks,3864,1
25634,RougePapillion29,3864,1
25635,SuZull,3864,1
25636,mutouyugi1920,3864,1
25637,alialialh5678,3864,1
25638,kittenfoxgirl,3864,1
25639,giddy27,3864,1
25640,Marsing,3864,1
25641,ryuujiryu,3864,1
25642,hoppph,3864,1
25643,Pserenity18,3864,1
25644,ultra111,3864,1
25645,SpectrCollector,3864,1
25646,istheworstgirl,3864,1
25647,thatdaisygirl,36567,1
25648,Cornboi42,36567,1
25649,ReMightyRon,36567,1
25650,Mushiemom,36567,1
25651,CombatMaid,36567,1
25652,-Sabre-,36567,1
25653,Dei_,36567,1
25654,Dariia24,36567,1
25655,Violet1212,36567,1
25656,Deago,36567,0
25657,MicaelApenas,36567,1
25658,LunarEcho,36567,1
25659,Maestr0Pace,36567,1
25660,Potatoeanimefan,36567,1
25661,leflemmarde,36567,1
25662,YosuL,36567,1
25663,bdbdTakes,36567,1
25664,--sayori--,36567,1
25665,Atlasdymu,36567,1
25666,G0LEM,36567,1
25667,__Crow__,36567,1
25668,Shelloe,36567,1
25669,hgcwarrior,36567,1
25670,lahhn,36567,0
25671,loukeize,36567,1
25672,lufcoffe,36567,1
25673,solemgemeos,36567,0
25674,CelestialFox_x,36567,1
25675,QooQan,36567,1
25676,im_berny,36567,1
25677,GhoTou,36567,1
25678,napkelte,36567,1
25679,whishperfall,36567,1
25680,kittyterrific,36567,1
25681,DragoMuseveni,36567,1
25682,Qrowly,36567,1
25683,Reyuuji,36567,1
25684,Prxy0,36567,1
25685,DeboraDelgado,36567,1
25686,Wusel-chan,36567,0
25687,Bloody_Gaikotsu,36567,1
25688,Sevder_11,36567,1
25689,penkuro,36567,1
25690,TAMNI-GT,36567,1
25691,coffeedrops,36567,1
25692,papetoast,36567,1
25693,Woster742,36567,1
25694,Adrena,36567,1
25695,Gregote22,36567,1
25696,-darling,36567,1
25697,Demundo,36567,1
25698,skarbrand727,36567,1
25699,mossballl,36567,1
25700,CalmCall,36567,1
25701,biggi-o,36567,1
25702,Rin_Sheltered,36567,1
25703,Amingo,36567,1
25704,DandereDraco,36567,1
25705,DragonBukkake,36567,1
25706,Smougstein,36567,0
25707,grapegod,36567,1
25708,K_525,36567,1
25709,Jiharo,36567,1
25710,sametekiz,36567,1
25711,NovaLiS19,36567,1
25712,SDobbs,36567,1
25713,_Ferris,36567,1
25714,yume44,36567,1
25715,SimplyEggz,36567,1
25716,Orenjion,36567,1
25717,SlimShanky,36567,1
25718,EscapismToTheMax,36567,1
25719,UTG,36567,1
25720,Ihavetrashtaste4,36567,1
25721,Baiguo,36567,1
25722,SuperXero,22744,1
25723,4KASH,22744,1
25724,Zomvii,22744,1
25725,Jsky_King,22744,1
25726,068,22744,1
25727,Monoxide12349,22744,1
25728,-Sabre-,22744,1
25729,Diviners_2000,22744,1
25730,rukias_toes,22744,1
25731,LangleyThorn,22744,1
25732,RasyaKarbit,22744,1
25733,kusanagi_ZFG,22744,1
25734,MicaelApenas,22744,1
25735,enita303,22744,1
25736,phyvekidd,22744,1
25737,akPolly,22744,1
25738,platinum_usman,22744,1
25739,Master-Splinter,22744,1
25740,CookieMonsterRu,22744,1
25741,Ame51,22744,1
25742,Nagito23,22744,1
25743,Tahlil,22744,1
25744,Anisur789_,22744,1
25745,ellmagan,22744,1
25746,NovaDream,22744,1
25747,RyokaDW,22744,1
25748,Kishbokai,22744,1
25749,SgtMrBrightside,22744,1
25750,CaptainGalahard,22744,1
25751,Kalinagotaku,22744,1
25752,soccerly_01yt,22744,1
25753,Lobster5690,22744,1
25754,bianqjinha,22744,1
25755,Terugovisk,22744,1
25756,LodkaZaBokluk,22744,1
25757,momy_kimi,22744,1
25758,Kaik0,22744,1
25759,Jonker_,22744,1
25760,MarusaruMaia,22744,1
25761,naok1334,22744,1
25762,Tallaham,22744,1
25763,iskarzzzy,22744,1
25764,Scrohow,22744,1
25765,Lubo1703,22744,1
25766,Seb0227,22744,1
25767,Rake3781,22744,1
25768,AlexCobilita,22744,1
25769,Hapilesedis,22744,1
25770,MasterEnergy,22744,0
25771,Sxlty_senpai,22744,1
25772,ShardyyySensei,22744,1
25773,schumi1234,22744,1
25774,cowlover516,22744,1
25775,Skiilloux,22744,1
25776,D_ACasper,22744,1
25777,solemgemeos,22744,0
25778,Uaithne,22744,1
25779,ShadowCat0420,22744,1
25780,Taiyoukou-Chan,22744,1
25781,Denilsonventura6,22744,1
25782,AitorAxat,22744,1
25783,Marumang,22744,1
25784,fvaria,22744,1
25785,GymClassFailure,22744,1
25786,sykkeboi,22744,1
25787,Tfan4444,22744,1
25788,HereisNadz,22744,1
25789,UZ5,22744,1
25790,motorship,22744,1
25791,Coccaa,22744,0
25792,Zakception,22744,1
25793,randiz16,22744,1
25794,Intekhab,22744,1
25795,hoodie1223,22744,1
25796,Ebenezerosas,22744,1
25797,Domic213,132986,1
25798,Yuiyuka,132986,0
25799,LaZerGirL,132986,1
25800,aobaxu,132986,1
25801,G1-Soundwave,132986,1
25802,Wusel-chan,132986,0
25803,rodrigo_tan_,132986,1
25804,Antarticite1,132986,1
25805,Suntanned_Duck2,132986,1
25806,PandalfAGA,132986,1
25807,Vanth_,132986,1
25808,Yamasaurus,132986,1
25809,alojac,132986,1
25810,An19823,132986,1
25811,TheSaintPotato,132986,1
25812,Aayush6B468,132986,1
25813,Adrii_canario,132986,1
25814,MoriMaii,132986,1
25815,MFPe2023,132986,1
25816,turtoul,132986,1
25817,Vrssan,132986,1
25818,Ziq8215,132986,1
25819,AnimeNerd17,132986,1
25820,BrainpanSonata,132986,1
25821,Phsio,132986,1
25822,UZ5,132986,1
25823,Prxy0,132986,1
25824,e36d52d4cd045754,132986,1
25825,SuZull,132986,1
25826,-HentaX-,132986,1
25827,beethobeans,132986,1
25828,Deago,132986,0
25829,Ubm,132986,1
25830,FortunaNorte,132986,1
25831,solemgemeos,132986,1
25832,Pranito,132986,1
25833,Adrena,132986,1
25834,Ku40,132986,1
25835,Nihalnatsu01,132986,1
25836,alieina,132986,1
25837,Snowy_kittycat13,132986,0
25838,ExiaIce,132986,1
25839,Jiharo,132986,1
25840,BruhMojo,132986,1
25841,KyoukoSakii,132986,1
25842,LittleNike,132986,1
25843,Wdhuchs,132986,1
25844,prodsensei11,132986,1
25845,Arkanichi,132986,1
25846,RagenorthLu,132986,1
25847,Danpsjoaquin,132986,0
25848,AdamAzmi_06,132986,1
25849,Kuroguroo,132986,1
25850,HeroAnArt,132986,1
25851,nam23,132986,1
25852,Sobhit,132986,1
25853,anyparxia,132986,1
25854,BeastyWolf7310,132986,1
25855,MByulY,132986,1
25856,Drakdodare,132986,1
25857,nazwafar14,132986,1
25858,mpeng19,132986,1
25859,karinablue44,132986,1
25860,GabiShowSrJP,132986,1
25861,Dacondor54,132986,1
25862,lazydreamershark,132986,1
25863,Raizokite,132986,1
25864,wafssg,132986,1
25865,Legend_of_Sam,132986,1
25866,PikachuBoy6PCute,132986,1
25867,LordZirkaZero,132986,1
25868,Ataraxya,132986,1
25869,iRainx,132986,1
25870,manuel_165,132986,1
25871,Gabro,132986,1
25872,mellyakii,61573,1
25873,heyarchangel,61573,1
25874,SSINCROW,61573,1
25875,note_reaper,61573,1
25876,wiredlifee,61573,1
25877,Niliac,61573,1
25878,natsugay,61573,1
25879,xhoneychiix,61573,1
25880,sasuke1611,61573,1
25881,Sereneanika,61573,1
25882,smolkittychar,61573,1
25883,Carriss,61573,1
25884,Two22BB,61573,1
25885,Ghxtzfreak,61573,1
25886,MrFriedlich,61573,1
25887,SammiKayye,61573,1
25888,alduwu,61573,1
25889,1nvverno,61573,1
25890,Soddaa,61573,1
25891,Vixxen_1337,61573,1
25892,beasantos_b,61573,1
25893,Becsie,61573,1
25894,Koala-chan2020,61573,1
25895,texasfangirl1999,61573,1
25896,PinkyVamp,61573,1
25897,Gwenivere2018,61573,1
25898,CloudzSakura,61573,1
25899,lublub97,61573,1
25900,Yuri-san,61573,1
25901,0KayaChan0,61573,1
25902,Vanadisen,61573,1
25903,mystiqueboot,61573,1
25904,Homulol,61573,0
25905,Sxunny,61573,1
25906,UZ5,61573,1
25907,solemgemeos,61573,0
25908,AM1970,61573,1
25909,N_Lune20,61573,1
25910,TomogranatFox,61573,1
25911,BraveGryphus,61573,1
25912,abandonedCat,61573,1
25913,Yukicrossuu,61573,1
25914,Adrena,61573,1
25915,TenshiHGC,61573,1
25916,Nich_Dawg,61573,1
25917,PapiNeon,61573,1
25918,Movalle,61573,1
25919,YourPalSmiley,61573,1
25920,crimsonrains,61573,1
25921,veill17,61573,1
25922,Mikua,61573,1
25923,random_user_here,61573,1
25924,7e96f389a685ac19,61573,1
25925,JakobZero,61573,1
25926,Jamie943,61573,1
25927,572331b84c8ee68a,61573,1
25928,abystoma2,61573,1
25929,ScaredPotato,61573,1
25930,HaruDoneYet,61573,1
25931,forgettenskill,61573,1
25932,HowaMi002,61573,1
25933,deathlyreaper25,61573,1
25934,RoseFade,61573,1
25935,Kitsu-nee,61573,1
25936,Naginiiii,61573,1
25937,nanabunbun,61573,1
25938,neetxtokkie,61573,1
25939,Groovygravy15,61573,1
25940,metsgal16,61573,1
25941,sfhsjsja,61573,1
25942,VickieGthtsmex,61573,1
25943,Neness01,61573,1
25944,medstormx,61573,1
25945,rredroses,61573,1
25946,-Sabre-,61573,1
25947,Ahmad8626,138739,1
25948,Alphavatar,138739,1
25949,0Unknown0,138739,1
25950,shunasenpai,138739,1
25951,Issei-Guillaume,138739,1
25952,np80658,138739,1
25953,PlsCOTTONCANDY,138739,1
25954,NAFIS_1,138739,1
25955,bushini_21,138739,1
25956,kiyonaaika,138739,0
25957,LuxP,138739,1
25958,An19823,138739,1
25959,Luciferion,138739,1
25960,maugl1,138739,1
25961,Mitu8282,138739,1
25962,Aayush6B468,138739,1
25963,SriramPoovaragav,138739,1
25964,mindos,138739,1
25965,OneBetta,138739,1
25966,Infie,138739,1
25967,Ayansk36,138739,1
25968,abystoma2,138739,1
25969,Ueep,138739,1
25970,Antarticite1,138739,1
25971,Tej_kirito,138739,1
25972,-Iwatchanime,138739,1
25973,KawLost,138739,1
25974,panosJ,138739,1
25975,Vrssan,138739,1
25976,solemgemeos,138739,0
25977,Ziq8215,138739,1
25978,Kakashi4431,138739,1
25979,HydroShots,138739,1
25980,mikbeeee,138739,1
25981,StereoPliggy,138739,1
25982,slayeroftiki,138739,1
25983,Kyssene,138739,1
25984,Satan1234,138739,1
25985,__Adam__,138739,1
25986,CDFIDER_,138739,1
25987,Velsky,138739,1
25988,SupportForFun,138739,1
25989,yuhlovely,138739,1
25990,TheNameIsEthan,138739,1
25991,AnM20,138739,1
25992,Wusel-chan,138739,0
25993,Linkped,138739,1
25994,anti_grav,138739,1
25995,Sovii,138739,1
25996,Adrena,138739,1
25997,ShadowSorcerer,138739,1
25998,Kinjai,138739,1
25999,TheDarknessVI,138739,1
26000,CosmicNite,138739,1
26001,Rikiyas,138739,1
26002,Under_lb,138739,1
26003,Mahirunin,138739,0
26004,Arpan395,138739,1
26005,somi55,138739,1
26006,RaidouKuzunoha14,138739,1
26007,imper1al_m,138739,1
26008,hhusa,138739,1
26009,Snowy_kittycat13,138739,0
26010,JOANTMEN,138739,1
26011,Yuuuta61,138739,1
26012,rbencegy,138739,1
26013,SpiritClanCat,138739,1
26014,SakuraLaLuna,138739,1
26015,Salty_Satire,138739,1
26016,Tnyers,138739,1
26017,AtharvaBaka,138739,1
26018,Suryaaps,138739,1
26019,Yirgard,138739,1
26020,AdamAzmi_06,138739,1
26021,AshenMyth,138739,1
26022,Alcop,37371,1
26023,weirdsong,37371,1
26024,kyons,37371,1
26025,Kruszer,37371,1
26026,M0mus,37371,1
26027,enigmasauce,37371,1
26028,crescensXG,37371,1
26029,Unheo,37371,1
26030,SoraSolidX,37371,1
26031,rin_nova,37371,1
26032,RubinRubi,37371,1
26033,-Sabre-,37371,1
26034,CookiechanCook,37371,1
26035,jmw45acp,37371,1
26036,Disens12,37371,1
26037,Samu-L,37371,1
26038,Ken-Chin_,37371,1
26039,Red_Ranger_Wien,37371,1
26040,naok1334,37371,1
26041,Flash12_12,37371,1
26042,LCrowDramon13,37371,1
26043,X_l_e_b,37371,1
26044,False_Prophet,37371,1
26045,Gunzerking_,37371,1
26046,Master_Ash100,37371,1
26047,Kneel2King,37371,1
26048,BlackcraftRS,37371,1
26049,OneBetta,37371,0
26050,AnimSr,37371,1
26051,HakunoAraragi,37371,1
26052,ReMightyRon,37371,1
26053,Oneplusoneisone,37371,1
26054,Cuddlyboar,37371,1
26055,Kos_Tyan,37371,1
26056,gerudodoll,37371,1
26057,solemgemeos,37371,0
26058,mostafaalahdal1,37371,1
26059,UZ5,37371,1
26060,Vellany0,37371,1
26061,Wusel-chan,37371,0
26062,Intekhab,37371,1
26063,thaynan01,37371,1
26064,AitorAxat,37371,1
26065,faratnis,37371,1
26066,Paradise266,37371,1
26067,Makohime,37371,1
26068,TraverS95,37371,1
26069,Vinileitedias,37371,1
26070,timion,37371,1
26071,Ryuseishun,37371,1
26072,shelbymiller17,37371,1
26073,jag2791,37371,1
26074,ysykawa,37371,1
26075,ReXiRa,37371,1
26076,MatthePevo,37371,1
26077,Menoman2000,37371,1
26078,felipewo,37371,1
26079,Adrena,37371,1
26080,Tyty2204,37371,1
26081,yume44,37371,1
26082,NovaLiS19,37371,1
26083,SE122,37371,1
26084,FranklinJK,37371,1
26085,DonCarnaje,37371,1
26086,Zurk5,37371,1
26087,WinterBat,37371,1
26088,Showtime101,37371,1
26089,demonblade541,37371,1
26090,PandoREM,37371,1
26091,Dadlop3,37371,1
26092,RJG1316,37371,1
26093,Foregroundeclisp,37371,1
26094,Groovygravy15,37371,1
26095,AlexGudu,37371,1
26096,Mover_II,37371,1
26097,Hakana07,97871,1
26098,Vyshe,97871,1
26099,justmadness,97871,1
26100,Dark-River-Mori,97871,1
26101,lil_rych,97871,1
26102,abystoma2,97871,1
26103,Dafline,97871,0
26104,st3ee,97871,1
26105,MagicNightLight,97871,1
26106,Dalek023,97871,1
26107,DRd7,97871,0
26108,DavidLuther,97871,1
26109,Yigaz,97871,1
26110,veqazz,97871,1
26111,Bot1470369258,97871,1
26112,D_Devil,97871,1
26113,UltimateSenpai5,97871,1
26114,ImUltraTired,97871,1
26115,NightRaven13,97871,1
26116,Raymond_Lau,97871,1
26117,saifthesword,97871,1
26118,Tor_Turran,97871,1
26119,CodingJosh,97871,1
26120,Czeski351,97871,1
26121,faslj1231asdg,97871,1
26122,MinionTer,97871,1
26123,Tarknap,97871,1
26124,MentaiCosmic,97871,1
26125,Green7501,97871,0
26126,Rintsukimi,97871,0
26127,Nivaliz,97871,1
26128,Phleet,97871,1
26129,To-oku,97871,1
26130,Alaska2Arizona,97871,1
26131,Aayush6B468,97871,0
26132,akala67,97871,0
26133,mamonkubhaha,97871,1
26134,ShouWilliams,97871,1
26135,jhay21,97871,1
26136,AllGudNamesRGone,97871,1
26137,aSTARXXI,97871,1
26138,Alcro999,97871,1
26139,tldawson,97871,1
26140,oigster,97871,1
26141,Whoamiiami,97871,1
26142,Gille,97871,1
26143,guur,97871,1
26144,TheInterceptor,97871,1
26145,Sonomu,97871,0
26146,n00bdax,97871,1
26147,Carrotoverlord,97871,1
26148,andy212800,97871,1
26149,Wilesbd,97871,1
26150,Phonfo,97871,1
26151,HenatiPHD,97871,1
26152,AnimeKing0,97871,1
26153,tonnerre974,97871,1
26154,mappyflappy,97871,0
26155,burnedbernr,97871,1
